Date,City,Air_Quality_Index,Particulate_Matter_2.5,Particulate_Matter_10,Nitrogen_Dioxide,Sulphur_Dioxide,Carbon_Monoxide,Ozone,Temperature_Celsius,Humidity,Wind_Speed,Source_of_Pollution,Latitude,Longitude
5/20/2020,San Antonio,152,42.7,94.5,22.8,7,1.4,92.5,-5.2,38,9.8,Traffic,29.4241,-98.4936
5/20/2020,San Diego,80,13.9,92.4,42.4,6.4,0.2,57.6,7.6,86,6.6,Industrial,32.7157,-117.1611
5/20/2020,Dallas,162,31.2,49.6,45.6,6.4,1.6,97.5,22.2,26,7,Residential,32.7767,-96.797
5/20/2020,San Jose,154,30.7,39.3,8.6,1.3,1.3,55.9,29,43,5.4,Residential,37.3382,-121.8863
5/21/2020,New York,103,18.3,56.5,30.9,9.3,0.4,37.3,16.7,49,6.4,Industrial,40.7128,-74.006
5/21/2020,Los Angeles,110,29.7,74.1,40.9,6.7,1.1,26,2.6,84,7,Traffic,34.0522,-118.2437
5/21/2020,Chicago,65,38.1,42,22.8,8.8,2,82.8,0.5,75,7.2,Residential,41.8781,-87.6298
5/21/2020,Houston,92,46.4,36.4,14.3,9.6,0.5,72.1,5.4,96,5.8,Residential,29.7604,-95.3698
5/21/2020,Phoenix,131,16.4,83.8,18.7,7.6,1,65.3,-0.9,75,10,Industrial,33.4484,-112.074
5/21/2020,Philadelphia,197,14.9,73.7,38.2,3.5,1.4,69.6,-1.8,96,7.4,Industrial,39.9526,-75.1652
5/21/2020,San Antonio,147,19.7,94.7,27.5,4.8,0.7,75.8,-3.3,96,8.2,Traffic,29.4241,-98.4936
5/21/2020,San Diego,56,29.7,13.5,47.1,9.9,1.3,42.9,-2.2,83,0.9,Traffic,32.7157,-117.1611
5/21/2020,Dallas,72,10.3,55.6,25.9,9.8,0.3,35.1,-8.4,91,7.5,Traffic,32.7767,-96.797
5/21/2020,San Jose,69,31,85.8,31.7,2.5,1.7,92.2,4.5,53,1.3,Industrial,37.3382,-121.8863
5/22/2020,New York,105,32.6,16.9,20.5,5.4,0.8,40.1,15,70,3.4,Industrial,40.7128,-74.006
5/22/2020,Los Angeles,81,21,77.1,23.9,1.6,2,31.9,38.2,74,7,Industrial,34.0522,-118.2437
5/22/2020,Chicago,114,15,71,6.6,6,1.6,20.7,9.4,68,8.8,Residential,41.8781,-87.6298
5/22/2020,Houston,59,19.6,47.2,34.8,4.2,1.9,41.2,25.1,93,7.5,Residential,29.7604,-95.3698
5/22/2020,Phoenix,95,28.6,66.1,25.7,8.6,0.2,25.3,-7.5,96,7.8,Traffic,33.4484,-112.074
5/22/2020,Philadelphia,190,32.9,13.6,7.6,8.1,0.7,55.4,27.7,21,8.7,Industrial,39.9526,-75.1652
5/22/2020,San Antonio,196,16.5,60.7,21.6,7.9,1.7,57,9,86,1.3,Industrial,29.4241,-98.4936
5/22/2020,San Diego,118,5.4,54.4,9.7,3.7,0.3,75.6,1.6,63,2.6,Traffic,32.7157,-117.1611
5/22/2020,Dallas,59,9.4,31.7,48.9,4.4,1.6,95.6,21.1,29,7.9,Industrial,32.7767,-96.797
5/22/2020,San Jose,59,46.8,94.8,40.8,6.3,1.6,31.8,36.2,95,9.4,Traffic,37.3382,-121.8863
5/23/2020,New York,144,41.8,19.4,30.2,9.5,0.4,86.8,27,80,7.2,Traffic,40.7128,-74.006
5/23/2020,Los Angeles,157,21.9,50.8,25.6,5.2,0.8,69.7,5.6,81,2.8,Residential,34.0522,-118.2437
5/23/2020,Chicago,156,44.2,63.2,36.6,7.1,1,34.2,4.4,21,8.4,Industrial,41.8781,-87.6298
5/23/2020,Houston,133,45.5,35.7,9.3,5.9,0.2,60.3,-7.3,86,1.5,Residential,29.7604,-95.3698
5/23/2020,Phoenix,107,40.1,27.4,14.7,2.6,1.3,55.8,37.3,56,4.3,Traffic,33.4484,-112.074
5/23/2020,Philadelphia,137,34.9,57.4,6.5,7.6,1.8,86.3,19.1,20,8.5,Traffic,39.9526,-75.1652
5/23/2020,San Antonio,107,27.7,63.5,24.4,7.8,1.8,96.3,38.6,87,5.2,Traffic,29.4241,-98.4936
5/23/2020,San Diego,158,17.6,95,31.6,4.2,0.9,72.2,5.1,20,7.7,Residential,32.7157,-117.1611
5/23/2020,Dallas,65,25.3,60,41.3,6.5,1.6,27.8,14.3,58,5.4,Industrial,32.7767,-96.797
5/23/2020,San Jose,160,44.6,89.6,26.3,7.4,0.1,68.8,5.2,62,6.6,Traffic,37.3382,-121.8863
5/24/2020,New York,182,8.2,27.3,41.4,9.1,0.2,34,11.2,41,4.1,Industrial,40.7128,-74.006
5/24/2020,Los Angeles,171,30.3,24.8,23.3,9.1,1.6,76,-3.6,68,5.5,Traffic,34.0522,-118.2437
5/24/2020,Chicago,135,39.4,27.9,37.3,4.7,1.7,72.9,-2.9,81,1.3,Residential,41.8781,-87.6298
5/24/2020,Houston,57,46.2,83.6,38.8,6.4,0.4,32.4,36.1,91,9,Traffic,29.7604,-95.3698
5/24/2020,Phoenix,191,38,50,36.7,5.3,0.4,65.6,24.5,73,5.5,Industrial,33.4484,-112.074
5/24/2020,Philadelphia,178,33.6,88.7,12.1,1.5,0.5,62.4,34.5,70,9.4,Industrial,39.9526,-75.1652
5/24/2020,San Antonio,147,20.8,47.7,35.3,7.9,0.4,53.2,28.1,51,5.8,Traffic,29.4241,-98.4936
5/24/2020,San Diego,108,21.4,96,9.8,6.8,0.7,82.1,9,40,1.9,Industrial,32.7157,-117.1611
5/24/2020,Dallas,85,48.2,99.4,9.8,7.1,1.4,98.8,11.1,36,3.3,Industrial,32.7767,-96.797
5/24/2020,San Jose,66,32.9,42.8,18.4,1.5,0.7,27.6,33.6,77,3.4,Residential,37.3382,-121.8863
5/25/2020,New York,196,37.9,89.3,36,2.8,1.3,97.7,36.7,75,8.9,Residential,40.7128,-74.006
5/25/2020,Los Angeles,85,38,41.6,32.2,9.4,1.8,82.1,11.1,27,8.1,Residential,34.0522,-118.2437
5/25/2020,Chicago,95,14.3,22.7,31.3,4.6,1.3,25.2,-4.6,55,1.1,Industrial,41.8781,-87.6298
5/25/2020,Houston,140,43.9,41.7,14.5,8.7,1.1,42.5,11,27,9.6,Residential,29.7604,-95.3698
5/25/2020,Phoenix,112,13.2,86.6,10.9,2.5,2,53.6,25.3,79,7.9,Residential,33.4484,-112.074
5/25/2020,Philadelphia,155,34.8,46.8,5.6,7.8,1.7,57,39.1,50,5,Residential,39.9526,-75.1652
5/25/2020,San Antonio,81,49.6,32.3,18.9,2.7,1.9,92.4,3.2,35,1.8,Traffic,29.4241,-98.4936
5/25/2020,San Diego,122,14.2,48,5.1,2.1,1.8,52.5,6.7,37,5.2,Traffic,32.7157,-117.1611
5/25/2020,Dallas,119,6.1,48.3,33.5,3.6,0.5,94.3,21.5,55,4,Residential,32.7767,-96.797
5/25/2020,San Jose,175,11.1,22.2,36,5.9,1.3,35.9,9.2,27,6.6,Traffic,37.3382,-121.8863
5/26/2020,New York,144,48.3,41.3,37.2,7.7,2,82.8,38.8,24,5.2,Industrial,40.7128,-74.006
5/26/2020,Los Angeles,123,39.3,71.8,11.7,6.1,0.4,26.3,8.3,43,1.3,Traffic,34.0522,-118.2437
5/26/2020,Chicago,131,33,17.3,48.5,6.7,0.7,58.8,25.9,88,2.3,Industrial,41.8781,-87.6298
5/26/2020,Houston,74,9.4,52.8,26.5,5.3,1.1,90.2,27.1,57,7.5,Residential,29.7604,-95.3698
5/26/2020,Phoenix,82,32.1,20.8,40.8,9.2,1.1,51.5,2.5,24,6.2,Industrial,33.4484,-112.074
5/26/2020,Philadelphia,178,21.6,42.7,6.4,8.6,1.2,66.4,-1.4,67,9.5,Industrial,39.9526,-75.1652
5/26/2020,San Antonio,199,7.5,75.8,8.5,2,0.7,66,27.8,65,6.5,Industrial,29.4241,-98.4936
5/26/2020,San Diego,145,44.5,98.2,13,4.9,1.5,28,34.3,34,7.6,Residential,32.7157,-117.1611
5/26/2020,Dallas,116,27.6,83.3,48.2,2,1.9,22,9.8,76,0.6,Industrial,32.7767,-96.797
5/26/2020,San Jose,118,23.9,91.4,15.7,1.5,1.4,95.9,32.1,87,5,Traffic,37.3382,-121.8863
5/27/2020,New York,148,34.4,73,34,8.7,1.5,52.5,20.5,89,4.8,Industrial,40.7128,-74.006
5/27/2020,Los Angeles,90,28.3,43.5,19.2,10,1.3,37,11.1,35,0.5,Industrial,34.0522,-118.2437
5/27/2020,Chicago,140,28.9,75.4,36.2,4.7,0.7,70.2,33.5,54,4.2,Traffic,41.8781,-87.6298
5/27/2020,Houston,59,32.4,12.3,26.3,9.1,0.9,74.9,27.8,41,4.4,Industrial,29.7604,-95.3698
5/27/2020,Phoenix,84,13.7,85.1,17.4,2.6,0.9,50.8,7.5,53,3.5,Traffic,33.4484,-112.074
5/27/2020,Philadelphia,174,44.8,85.7,46.9,5.5,1.7,47.4,2,94,6.8,Traffic,39.9526,-75.1652
5/27/2020,San Antonio,88,6.9,29.7,36,6.5,1.1,41.1,-3.3,36,1.8,Residential,29.4241,-98.4936
5/27/2020,San Diego,131,39.6,40.3,23.5,6.3,1.9,48.4,-2.4,82,3.3,Traffic,32.7157,-117.1611
5/27/2020,Dallas,179,34.1,84.5,5.5,5.6,0.3,64.7,39.9,42,7.9,Industrial,32.7767,-96.797
5/27/2020,San Jose,183,21.3,89.2,29.5,1.9,0.2,51.4,-5.8,32,1.2,Industrial,37.3382,-121.8863
5/28/2020,New York,69,41.4,11.4,17.8,7.9,0.8,48,-2.3,36,2.5,Traffic,40.7128,-74.006
5/28/2020,Los Angeles,106,46.3,92,25,4.4,0.5,77.5,24.9,98,3.4,Industrial,34.0522,-118.2437
5/28/2020,Chicago,112,22,52.4,15.5,8.3,0.3,73.3,27,51,7.5,Residential,41.8781,-87.6298
5/28/2020,Houston,74,43.7,27.3,28.1,4.9,1.6,81.2,6,98,8.8,Residential,29.7604,-95.3698
5/28/2020,Phoenix,69,46.7,60.5,8.6,7.3,1.4,71.8,-6.3,40,1.1,Traffic,33.4484,-112.074
5/28/2020,Philadelphia,77,30.4,46.3,19.3,6.8,1.3,67.4,22.1,38,2.1,Residential,39.9526,-75.1652
5/28/2020,San Antonio,68,18.4,35.1,36.7,4,2,75.4,3.1,53,7.5,Industrial,29.4241,-98.4936
5/28/2020,San Diego,74,28.3,67,27.2,8.6,1.3,52,-5.8,56,9.8,Industrial,32.7157,-117.1611
5/28/2020,Dallas,60,43.2,31.9,46.3,1.9,1.6,40.6,-8.2,30,4.5,Residential,32.7767,-96.797
5/28/2020,San Jose,153,49.6,97.5,48.6,3.4,1,54.7,-8.9,28,6.5,Traffic,37.3382,-121.8863
5/29/2020,New York,82,18,16.2,22.5,4.1,1,65.2,30.3,98,1.3,Traffic,40.7128,-74.006
5/29/2020,Los Angeles,177,22.8,44.9,33.6,7,0.1,89.1,37.5,87,6.4,Traffic,34.0522,-118.2437
5/29/2020,Chicago,112,35.7,62.2,19.6,3.9,1.1,59.1,24.6,45,1.4,Industrial,41.8781,-87.6298
5/29/2020,Houston,115,18.7,48.8,33.4,6.3,1.4,36.3,10.7,86,9.6,Traffic,29.7604,-95.3698
5/29/2020,Phoenix,83,36.4,43.4,42.7,3.4,0.4,74.4,-7.4,78,8.9,Residential,33.4484,-112.074
5/29/2020,Philadelphia,196,21.3,37.4,22.9,4.3,0.8,81.7,-2.7,57,7.1,Residential,39.9526,-75.1652
5/29/2020,San Antonio,52,17.9,32.2,42,1,1.8,57.8,36.2,93,1.7,Traffic,29.4241,-98.4936
5/29/2020,San Diego,75,29,72.6,27.2,2.4,0.4,36.6,5.2,27,3.1,Industrial,32.7157,-117.1611
5/29/2020,Dallas,81,15.9,19.5,45.2,2.2,1.6,49.7,39.2,72,9.4,Industrial,32.7767,-96.797
5/29/2020,San Jose,141,10.2,52.1,46.2,6.2,1.3,62.9,-9.2,96,8.5,Traffic,37.3382,-121.8863
5/30/2020,New York,134,28.3,45.4,48.4,2.7,1.3,77,-1.6,91,2.3,Residential,40.7128,-74.006
5/30/2020,Los Angeles,182,27.7,18.1,6.8,1.7,1.2,29.2,15.3,76,5.6,Industrial,34.0522,-118.2437
5/30/2020,Chicago,55,49.2,88.5,23.5,1.4,1.2,70.2,20.6,72,3.9,Residential,41.8781,-87.6298
5/30/2020,Houston,181,7,78.7,37.1,2.1,0.8,96.3,3.8,35,8.4,Traffic,29.7604,-95.3698
5/30/2020,Phoenix,91,19.5,34.1,5.5,1.1,0.5,32,33,83,3.5,Residential,33.4484,-112.074
5/30/2020,Philadelphia,122,31.3,78,46.2,3.1,0.3,48.3,26.5,24,6.4,Industrial,39.9526,-75.1652
5/30/2020,San Antonio,110,33.6,55.7,40.6,9.5,1.3,62.4,19.1,29,7.1,Traffic,29.4241,-98.4936
5/30/2020,San Diego,144,10.5,44.5,49.1,7.8,0.9,96.5,-1.2,36,5.6,Traffic,32.7157,-117.1611
5/30/2020,Dallas,146,12.7,15.3,21.8,4.9,1.7,98.4,13.7,97,2.3,Traffic,32.7767,-96.797
5/30/2020,San Jose,87,5.6,38.3,23.3,5,2,81.4,-7,57,1.9,Traffic,37.3382,-121.8863
5/31/2020,New York,178,21.1,64.1,9.4,9.1,0.5,75.7,18.7,99,4.8,Traffic,40.7128,-74.006
5/31/2020,Los Angeles,138,6.5,91.3,40.6,1.6,0.7,99.3,-3.1,78,1.8,Residential,34.0522,-118.2437
5/31/2020,Chicago,164,25.4,33.5,45.4,8.6,1.7,84.6,5.9,64,4.7,Traffic,41.8781,-87.6298
5/31/2020,Houston,82,49,16.7,37.2,9.4,0.6,50.9,10.5,73,4.7,Industrial,29.7604,-95.3698
5/31/2020,Phoenix,91,5.9,83.5,46.7,2.9,1.1,77.2,2.1,61,2.1,Residential,33.4484,-112.074
5/31/2020,Philadelphia,77,43,92.6,23.2,6.7,0.9,22.7,27,47,4.6,Traffic,39.9526,-75.1652
5/31/2020,San Antonio,134,22,68.5,7.2,2.9,0.7,98.2,38.5,50,6.9,Traffic,29.4241,-98.4936
5/31/2020,San Diego,103,36,72.8,26.3,6.8,0.7,77.5,37.8,27,2.3,Industrial,32.7157,-117.1611
5/31/2020,Dallas,185,30.3,86.5,26.3,7,0.9,70,32.8,58,7,Residential,32.7767,-96.797
5/31/2020,San Jose,76,8.8,58.7,8.9,6.5,1.6,55.3,37.5,94,4.4,Traffic,37.3382,-121.8863
6/1/2020,New York,94,38.8,92.4,16.4,9,0.9,93.1,21.4,62,4,Traffic,40.7128,-74.006
6/1/2020,Los Angeles,113,16.5,53,13.7,7.6,1,29.8,0.7,54,9.8,Traffic,34.0522,-118.2437
6/1/2020,Chicago,158,8.9,60.8,16.9,4.5,0.1,58,34.7,52,4.6,Traffic,41.8781,-87.6298
6/1/2020,Houston,122,18.8,72.6,12.7,9.6,0.4,32.7,36.1,29,7.9,Industrial,29.7604,-95.3698
6/1/2020,Phoenix,60,45.3,49.8,7.8,8.2,1.1,58.3,38.2,80,0.6,Industrial,33.4484,-112.074
6/1/2020,Philadelphia,143,14.6,36.7,36.5,2.9,1.2,44.2,7.5,90,9.1,Industrial,39.9526,-75.1652
6/1/2020,San Antonio,114,36.6,70.3,36.8,8.8,1.7,76.3,15.7,87,1.2,Industrial,29.4241,-98.4936
6/1/2020,San Diego,164,8.8,24.5,33.5,5.6,1,28,-0.3,63,8.3,Residential,32.7157,-117.1611
6/1/2020,Dallas,113,50,59.8,39.7,2.5,0.9,66.6,19.3,95,3.2,Industrial,32.7767,-96.797
6/1/2020,San Jose,79,13.6,71.7,42.7,7.3,0.2,98.9,37.7,98,2.3,Residential,37.3382,-121.8863
6/2/2020,New York,115,37.7,45.7,19.3,1.8,1.3,22.6,7.4,26,3.5,Traffic,40.7128,-74.006
6/2/2020,Los Angeles,122,12.1,60.2,26.6,8.2,0.2,42.5,27,87,3.4,Industrial,34.0522,-118.2437
6/2/2020,Chicago,102,42,93.5,33.1,1.2,0.6,70.1,28.5,72,5.8,Residential,41.8781,-87.6298
6/2/2020,Houston,53,6,41.3,18,8.4,1.1,91.8,21.1,37,0.9,Residential,29.7604,-95.3698
6/2/2020,Phoenix,133,34.7,97.2,24.7,5.4,1.3,89.2,16,21,6.9,Traffic,33.4484,-112.074
6/2/2020,Philadelphia,70,13.9,74.2,6.8,5.3,1.7,43.5,24,50,3.3,Industrial,39.9526,-75.1652
6/2/2020,San Antonio,75,39.1,30.4,42.5,8.5,0.6,86.9,6.4,29,5,Traffic,29.4241,-98.4936
6/2/2020,San Diego,156,45.1,87,48.5,7.1,1.6,59.8,22.5,33,7.3,Residential,32.7157,-117.1611
6/2/2020,Dallas,117,17.1,87.7,39.1,2.5,0.9,27.7,14.7,59,2,Residential,32.7767,-96.797
6/2/2020,San Jose,104,15.6,30.2,24.5,7,1.1,68.5,9.3,75,1.5,Residential,37.3382,-121.8863
6/3/2020,New York,155,39.5,47.9,23.3,5.2,1.8,60.3,8.4,83,3.9,Traffic,40.7128,-74.006
6/3/2020,Los Angeles,84,24.4,62.6,22.1,6.2,0.5,27.5,0.1,40,7.1,Residential,34.0522,-118.2437
6/3/2020,Chicago,51,27.6,45.2,6.6,5.7,1.2,34.8,18.5,88,2.8,Traffic,41.8781,-87.6298
6/3/2020,Houston,124,35.4,83,37.2,6,1.4,31.9,34.5,29,4.1,Traffic,29.7604,-95.3698
6/3/2020,Phoenix,124,35.5,37.6,9.9,1.5,0.9,55.4,12.9,91,9.1,Residential,33.4484,-112.074
6/3/2020,Philadelphia,105,36.8,69.4,47.7,3.8,1.6,99,9.6,22,6.2,Residential,39.9526,-75.1652
6/3/2020,San Antonio,137,14.3,91.1,41.4,2.2,0.2,31,6,29,9.2,Residential,29.4241,-98.4936
6/3/2020,San Diego,119,5.1,97.7,11.7,1.1,1.2,36.7,21.8,27,6.7,Residential,32.7157,-117.1611
6/3/2020,Dallas,140,6.3,88.7,17.5,3.4,0.3,31.6,11.7,52,5.4,Traffic,32.7767,-96.797
6/3/2020,San Jose,182,22.5,50.4,35.1,8.1,0.4,91.6,2.6,68,6.2,Residential,37.3382,-121.8863
6/4/2020,New York,95,37.1,34.2,28.2,1.8,1.2,53,-6.2,22,9.9,Traffic,40.7128,-74.006
6/4/2020,Los Angeles,137,25.7,73.4,49.8,8.8,0.8,48,35.6,50,1.7,Industrial,34.0522,-118.2437
6/4/2020,Chicago,164,44.9,90,11.8,3.7,1.9,90.7,22,50,8,Residential,41.8781,-87.6298
6/4/2020,Houston,108,8.5,70.5,13.3,2.3,1.4,82.8,-2,31,8.7,Industrial,29.7604,-95.3698
6/4/2020,Phoenix,59,10.2,98,22.7,2.6,1.6,21.9,29.9,27,6.9,Residential,33.4484,-112.074
6/4/2020,Philadelphia,154,11.4,74.4,44.2,3.7,1,72,7,21,3.2,Residential,39.9526,-75.1652
6/4/2020,San Antonio,61,32,54,16.4,6.7,2,55.2,17.4,94,9.9,Industrial,29.4241,-98.4936
6/4/2020,San Diego,142,14.5,52.5,37.3,2.6,1,94.1,34,87,1.3,Traffic,32.7157,-117.1611
6/4/2020,Dallas,59,29.7,53.3,17.2,4.3,0.2,67.9,6,88,7.8,Traffic,32.7767,-96.797
6/4/2020,San Jose,180,19.4,75.9,9.3,7.5,0.8,60.6,-0.1,22,7,Traffic,37.3382,-121.8863
6/5/2020,New York,191,10.8,35.9,40.5,6.6,0.2,74.8,-6,94,2.2,Residential,40.7128,-74.006
6/5/2020,Los Angeles,69,6.7,68.9,49.9,2.5,0.6,65.6,18.7,53,8,Residential,34.0522,-118.2437
6/5/2020,Chicago,125,6.1,47.5,9.9,7.4,1.4,66.1,-3.8,22,5.8,Residential,41.8781,-87.6298
6/5/2020,Houston,181,47.8,76.1,30.9,7,1.9,38.9,13.6,30,3.9,Traffic,29.7604,-95.3698
6/5/2020,Phoenix,186,38.4,16.9,38.5,9.9,1.9,96.1,7.3,73,6.9,Traffic,33.4484,-112.074
6/5/2020,Philadelphia,94,35.9,88.8,29.4,8.5,0.9,92.3,35.1,23,2.1,Residential,39.9526,-75.1652
6/5/2020,San Antonio,85,28,55.5,48,3.7,1.4,65.1,-8.1,68,3.4,Residential,29.4241,-98.4936
6/5/2020,San Diego,151,44.7,26.1,7.7,4.3,1.7,76,24.2,30,1.1,Residential,32.7157,-117.1611
6/5/2020,Dallas,110,14.4,56,39.4,3,0.4,76,10.4,27,5.3,Traffic,32.7767,-96.797
6/5/2020,San Jose,74,42.7,46,25.4,7.1,0.8,93.8,10,86,7.3,Industrial,37.3382,-121.8863
6/6/2020,New York,110,43.2,25.5,22.6,8.6,1.5,87.3,-6.4,42,8.6,Residential,40.7128,-74.006
6/6/2020,Los Angeles,106,31.3,29.4,28.9,5.7,1,38.7,35.6,68,3,Traffic,34.0522,-118.2437
6/6/2020,Chicago,52,22.1,24.8,10.2,2.8,0.4,29.8,-8.2,39,7.4,Industrial,41.8781,-87.6298
6/6/2020,Houston,96,35,39.9,23.2,1.7,1.1,63.1,32.4,95,2,Industrial,29.7604,-95.3698
6/6/2020,Phoenix,60,36.1,45,11.2,3.7,1.4,79.9,-9.1,72,5.1,Traffic,33.4484,-112.074
6/6/2020,Philadelphia,151,42.1,39.7,5.8,9.9,0.8,53.8,35.5,82,1.3,Traffic,39.9526,-75.1652
6/6/2020,San Antonio,189,33.7,67.8,17.4,2.7,1.3,32.7,22.3,50,0.7,Traffic,29.4241,-98.4936
6/6/2020,San Diego,128,45.1,45.3,20.6,8.7,1.1,41.1,37.9,61,2.7,Traffic,32.7157,-117.1611
6/6/2020,Dallas,188,40,88.1,23.9,9.9,0.3,86.6,33.7,50,5.9,Residential,32.7767,-96.797
6/6/2020,San Jose,175,33.6,10.3,23.1,6.1,0.7,66.7,5.1,51,10,Traffic,37.3382,-121.8863
6/7/2020,New York,56,29.8,35.4,10.2,7.1,0.5,37.4,-1.1,25,2.8,Traffic,40.7128,-74.006
6/7/2020,Los Angeles,185,20.4,10.2,22.3,9.5,0.7,87.4,8.6,53,1.6,Residential,34.0522,-118.2437
6/7/2020,Chicago,183,5.9,78,31.4,9.5,1,21.3,9.3,77,9,Traffic,41.8781,-87.6298
6/7/2020,Houston,60,44.3,85.4,40.6,4.3,2,27.9,3.6,58,3.3,Industrial,29.7604,-95.3698
6/7/2020,Phoenix,152,33.7,21.8,42.7,2.2,1.2,53.8,2.8,25,5.7,Industrial,33.4484,-112.074
6/7/2020,Philadelphia,86,41.3,76.7,9.5,4.5,0.9,57.4,2.9,54,8.2,Industrial,39.9526,-75.1652
6/7/2020,San Antonio,133,49.3,15.6,46.7,3.8,1,44.9,32.7,28,5.4,Traffic,29.4241,-98.4936
6/7/2020,San Diego,102,42,43.6,9.5,7.7,0.4,28.2,24.2,80,8.5,Traffic,32.7157,-117.1611
6/7/2020,Dallas,183,16.1,58.7,26.6,5.4,1.1,62.9,27.9,42,9.8,Industrial,32.7767,-96.797
6/7/2020,San Jose,183,29.3,41.1,15.8,8.1,1.7,53.2,6.8,76,8.2,Industrial,37.3382,-121.8863
6/8/2020,New York,178,47.5,34.9,13.2,4.4,1.6,21.4,33.7,52,6.9,Residential,40.7128,-74.006
6/8/2020,Los Angeles,188,21.9,84,5.5,8.6,0.8,74.9,23.5,48,7.3,Residential,34.0522,-118.2437
6/8/2020,Chicago,189,46.7,57.4,13.3,6.8,1.5,29.1,38,91,5.4,Traffic,41.8781,-87.6298
6/8/2020,Houston,72,38.1,86.3,22.1,3.4,0.6,71.5,33.5,47,1.3,Traffic,29.7604,-95.3698
6/8/2020,Phoenix,111,11.8,24.1,9.8,3.3,1.1,51.6,29.8,65,3.2,Industrial,33.4484,-112.074
6/8/2020,Philadelphia,111,22.3,27.6,5.7,4.4,1.7,68.5,14.3,70,6.7,Residential,39.9526,-75.1652
6/8/2020,San Antonio,143,38.1,84.9,40.4,2.1,1.4,98.6,12.5,27,3.2,Traffic,29.4241,-98.4936
6/8/2020,San Diego,144,5.3,57.1,28.2,1.8,1.2,55.1,7.7,94,8,Residential,32.7157,-117.1611
6/8/2020,Dallas,68,34.7,63.8,41.5,9.6,1.3,23.7,8.4,82,4.7,Traffic,32.7767,-96.797
6/8/2020,San Jose,198,29.1,38.2,32,8.5,0.8,92.7,23.5,93,1.3,Residential,37.3382,-121.8863
6/9/2020,New York,146,8.5,48.5,45.2,8.6,0.5,53,31.6,38,8.5,Industrial,40.7128,-74.006
6/9/2020,Los Angeles,116,43.9,10.4,14.4,8.7,1,52.8,6.4,91,6.6,Traffic,34.0522,-118.2437
6/9/2020,Chicago,178,8.5,96.3,40.5,5.1,0.2,81.9,31.1,78,8.3,Residential,41.8781,-87.6298
6/9/2020,Houston,105,36,27.1,14.1,5,0.1,52.9,29.3,20,0.8,Traffic,29.7604,-95.3698
6/9/2020,Phoenix,78,43.2,69,20.4,7.8,1.4,55.7,9.3,75,9.9,Industrial,33.4484,-112.074
6/9/2020,Philadelphia,73,11,24.8,26.4,9.1,1.3,75.9,16.5,22,4.4,Residential,39.9526,-75.1652
6/9/2020,San Antonio,79,37.2,68.9,23,3.5,1.6,52.5,3.9,21,5.1,Traffic,29.4241,-98.4936
6/9/2020,San Diego,149,41.6,13.7,27.7,1.5,1.4,59.2,23.9,36,0.9,Traffic,32.7157,-117.1611
6/9/2020,Dallas,74,27,40.1,6.4,7,1.5,93.6,-6.4,78,9.6,Industrial,32.7767,-96.797
6/9/2020,San Jose,135,48.8,31.1,12.5,2.7,1.1,28.1,12.3,70,6.6,Residential,37.3382,-121.8863
6/10/2020,New York,67,9.3,92.4,33.3,8.2,0.8,89.9,3.9,58,6.1,Traffic,40.7128,-74.006
6/10/2020,Los Angeles,188,6.2,37.9,19.1,2.6,1.2,65.7,9.1,25,8.8,Residential,34.0522,-118.2437
6/10/2020,Chicago,197,36,25,25.5,6,1.6,47.2,11,69,5.5,Residential,41.8781,-87.6298
6/10/2020,Houston,69,47.3,72,44.1,7.7,0.9,32.2,23.3,26,3.1,Residential,29.7604,-95.3698
6/10/2020,Phoenix,197,9.8,72.1,42,2.8,1.5,34.6,35.5,58,9.7,Industrial,33.4484,-112.074
6/10/2020,Philadelphia,102,36.5,68.4,37.3,3.8,1,20.6,20.9,94,4.6,Traffic,39.9526,-75.1652
6/10/2020,San Antonio,83,13.9,65.5,32.3,8.2,2,59.3,-5.8,44,8.1,Industrial,29.4241,-98.4936
6/10/2020,San Diego,94,48.3,21.3,13.6,8,1.9,79.4,24.5,63,4.1,Residential,32.7157,-117.1611
6/10/2020,Dallas,123,33.8,31.3,39.5,4.2,0.8,61.3,21.6,56,4.6,Industrial,32.7767,-96.797
6/10/2020,San Jose,157,31.1,84.3,11,5.8,0.6,60.8,34.7,82,4.3,Industrial,37.3382,-121.8863
6/11/2020,New York,187,18.7,54.2,45.5,5.6,1,23.7,24,70,2,Traffic,40.7128,-74.006
6/11/2020,Los Angeles,50,31.2,25,32.9,6.4,1.5,94.2,-0.1,74,8.7,Industrial,34.0522,-118.2437
6/11/2020,Chicago,116,49.3,19.3,34.5,3.7,0.8,69.3,32,59,0.9,Residential,41.8781,-87.6298
6/11/2020,Houston,130,45.1,80.3,11.4,7.3,0.2,85.8,4.3,38,1.1,Traffic,29.7604,-95.3698
6/11/2020,Phoenix,181,38.1,38.9,43.3,5.7,1.3,78.6,8.2,95,3.3,Industrial,33.4484,-112.074
6/11/2020,Philadelphia,122,38.8,84.3,37.3,4.3,0.7,72.3,35.6,70,3.8,Residential,39.9526,-75.1652
6/11/2020,San Antonio,141,19.2,71.7,41.6,9.5,1.8,60.3,21.7,58,3.2,Residential,29.4241,-98.4936
6/11/2020,San Diego,87,27.4,54.4,32.1,4.4,1.3,69.6,0.3,31,5.6,Residential,32.7157,-117.1611
